text,label
"Tez çatdırıldı.Lisenziyası üzərində idi,göstəricisi yaşılın üzərində idi.Keyfiyyətli görünür.Təşəkkür",1
Super. 2030cu ilə kimi etibarlıdır,1
"Yanğınsöndürən balon gəlib ama təzyiq yoxdu içində, boş balon gəlib.",0
Yaxşı olar yəqin,1
Məhsul əla sertifikat üsdündə ancaq tutacaq üçün dəstəkdə versəydiz əla olardı,1
1 günə təhvil məntəqəsinə çatdırıldı. Hər şey qaydasındadır. Təşəkkürlər,1
yaxşıdır,1
"Sertifikatının üzərində olması çox yaxşı əlamətdir. Düşünürəm ki, bu yağınsöndürmə ilə texniki baxış keçmək olar.",1
Əla məhsuldur.Bu gün aldım və buraxılış vaxtı da oktyabr ayıdır.Superrrrr!,1
əla. oktyabrda aldığım balonun dolum tarixi elə oktyabrdır. tam 1 il vaxtı var.,1
Əladı Allah bazarınızı versin... Ancaq ƏDV vermir)))),1
təşəkkür edirəm vaxdinda çatdırdılar hər şey qəşəng.  hə ustundə hədiyyə  də var xeyirli uqurlu olsun,1
Ela👍🏼,1
yaxwidi razi qaldiq👍,1
Работает хорошо. доволен,1
mehsulu aldım çox efekli mazdi ağrini kəsir. 3cu mazdi aliram,1
"Həm çatdırılma, həm də məhsuldan razı qaldım. Ağrılara bir başa təsir edir. Allah hər kəsə kömək olsun.",1
salam çox bəyənirəm razıyam,1
"Çox məsləhətli süper kremdir, ayaq ağrılarıma çox yaxşı effekt verdi.",1
"Mehsul cox efectivdi,artig 2 cisini elde edirem",1
çox effektiv mehsuldur,1
Məhsulu bu gün aldım. Məsləhətlidir. Tövsiyyə edirəm.,1
"İkinci dəfə sifariş edirem, məhsuldan razıyam",1
"əla idi, ağrılarada birbaşa təsir edir",1
Çox gozel tesekkur edirem,1
əla tez çatdı razıyam👍,1
Məhsulu çox bəyəndim.,1
"aldim cox yaxşi kömək eləyir ,dost ,tanişada ,məsləyət qörəçəm..",1
Sifaris vaxtinda catdi. Məhsul yaxsidi,1
"Salam. Yeni aldım, istifadə elədim qəşəng yandırır, məncə gözəl faydası olacaq. Çox sağolun.",1
Məhsul bir sözlə əladır faydasını çox qısa müddətdə gördüm hər bir alıcıya tövsiyə edirəm!,1
coox cox beyendim 2 seferdi aliriq ve aldigimiz gunnen raziyiq cox tez effekti var,1
Məhsulu aldım.Cox raziyam,1
"Təşəkkür edirəm,məhsul zamanında çatdırıldı.İstifadə edirəm ilk fəfə vurduqdan 1-2 saat sonra dizlərimdə arğılar sanki yüngülləşdi.İnanıram ki,sonrakı istifadələrimdə arğılarım tədricən yox olar.Yəqin ki, İkinci dəfə sifariş edəcəyəm.",1
mehsul elime tez vaxtda çatdı. çox keyfiyyətlidir. ilk istifadədən ferq hiss olunur. tez catdirilma üçün birmarkete tesekkurler.,1
çox razıyam xidmət əla,1
mükəmməl,1
cox beyendik hetta 2 cini sifariş etdik,1
"Aldigim mehsuldan cox yararlandim,cox gozel tesire malikdi,dizlerimin agrisini kesir,berpa edir,bir sozle 👍",1
"UMOCO,,❤️di.",1
Mehsul cox keyfiyyetlidir.Ve deyilen vaxda catdirildi.Hecbir zede ve problem olmadan tesekkur edirik🌸,1
çox keyfiyyetli mehsuldur. ilk istifadeden tesirini gosterdi,1
Deyilən vaxtda çatdırıldı. Diz-oynaq problemi olan xəstəm üçün aldım.,1
Hər vaxtınız xeyir. Birmarket Xidmənizdən çox razıyıq.Təşəkkürlər.😇,1
çatdirimasi süretli  istifade etdik ilk gün olduğuna baxmayaraq cox effektli oldu,1
Mehsul cox keyfiyyətlidir. 2 günə tesirini göstərdi  həqiqətəndə inanmirdim ilk öncə reklam olduğunu düşünürdüm.  təşəkkürlər,1
Salam. Çox razi qaldım. İkinci dəfə alıram. Teşekkür ederim.,1
"Bir tanışımızın tövsiyəsiylə aldıq. yaşlı qadındır, bir müddət əvvəl yeriyə bilmirdi, dizləri ağrıyırdı. bu yaxınlarda gördük ki asta-asta yeriməyə başlayıb. dedi bundan istifadə edib. biz dəanam üçün aldıq, görək nə göstərir)",1
"Məhsul zədəsiz, tam şəkildə çatdı. İstifadə etdim yaxşı təsir göstərir",1
Tez bir zamanda catdirildi..mehsul eladir..aqri olan hisseye cekdik..2defeye aqri tamamile yox oldu.,1
Əla,1
mal vaxtında gəldi çatdı. təşəkkür edirik,1
Salam məhsul deyilən vaxtda vaxtinda çatdırıldı 9:00 da. Məhsul barədə yaxınlarımdan eşitmişdim cox razı idilər keyfiyyətindən. Özüm istifadə etməyə başladım birinci istifadən nəticə almağa başladım. Hər kəsə təşəkkürlər.,1
çox faydalı kremdi,1
Çoxsağolun herşeyin üçün sağlam şəkildə çatdirildi,1
məhsul çox keyfiyyətlidit.Xeyirin görsəm yenidən sifariş edəcəm.,1
çox effektiv mehsuldur,1
Məhsul əladır. Bioloji aktiv əlavə olması lap əladır. Təşəkkürlər.,1
"Çox razı qaldım, effekti əladır👍",1
Cox razı qaldim atam üçün aldım yeniden alacam.efekti Cox gozel,1
Atam üçün aldım o çox razıdır.,1
"3-4 gün ərzində coddi müsbət fərq gördüm., ikinci qutunu aldım.",1
Prostalab kapsulu qəbul etmək də çox rahatdır və yan təsir görmədim. Mənim üçün yaxşı nəticə verdi,1
Əla,1
Çox effektli dermandı.Vaxtında çatdırıldı.,1
çox gözəl dərmandır. Tez bir zamanda öz təhsirini göstərdı.,1
Salam məhsul çox gözəl məhsuldur təsiri əladi razi qaldim sizlərin almanizi tövsiyə edirem,1
2ci aldim məhsul çox faydalidi,1
super dərmandır.atama çox gozəl təsir etdi.,1
çox keyfiyyətlidir,1
məhsuldan razı qaldım.,1
almışam razı qalmışam,1
Mehsulu aldıq cox razı qaldiq Tesekkurker,1
Bir də sifariş edəcəm. Təşəkkür edirəm.,1
cox gözel tesirli dermandir,1
Aldim razi qaldim,1
Məhsuldan tam razı qaldıq.,1
ela,1
yaxwi mehsuldur xeyrini gordum,1
aldiq və razi qaldiq,1
Əla məhsul. Sürətli çatdırılma,1
"Möhtəşəm məhsul, çatdırılma yüksək səviyyədə, təşəkkür edirəm🙏🙏",1
cox razi qaldim. tesekkurler,1
çox superdi ilk gündən təsirin göstərir bir sözlə möhtəşəm,1
əla çox sağ olun,1
əla məhsuldur,1
problemsiz ve suretli catdirilma ucun xususi tesekkurler. Dermanin tesirine ise soz ola bilmez. her sey ucun cox sagolun.,1
Cox razıyık catdırılmada tez bır zamanda oldu teşekkürler 🥰,1
çox gözel mehsuldur tesekür edirem,1
"Принимаю несколько дней, но уже почувствовал разницу",1
ÇOX ƏLADIR SİZƏ TƏŞƏKKÜRLƏR ÇOX RAHAT ÇATDİRİRSZ SAĞ OLUN,1
Bəli bəyandim,1
Mehsul  vaxtinda unvana catdirildi cox razi qaldiq oz tewekkurumu bildirirem,1
super məhsulu aldim. Təşəkkür edirəm,1
Əla yaxşı diyilən vaxtda çatdirıldı tər təmiz👍👍👍,1
ela yaxsi mehsuldur cox istifade etmisem coxda raziyam..,1
çox yaxşı məhsuldur,1
Salam. Məhsul cox mohteşemdir və keyfiyyetli. Beyendim. Catdirilma cox tez və vaxtinda.,1
Çox sağolun minnətdaram vaxdında və sağlam çatdırdız. Allah köməyiniz olsun. Kuryerinizdə gülər üz idi çox sağolun,1
Salam beyendim çox gozeldi,1
Salam Məhsulunuzu bəyəndik. Çatdırılma çox operativ və vaxtında təşəkkür edirik,1
hərşey yaxşıdır.,1
Zeif mehsul,0
Möhtəşəm çox gözəl paketlenmişdi,1
Keyfiyetli və yaxsidir aciliği cox deyl esil capicno mocha ücündü,1
"yaxshidi, istifadə edilir, dadı yaxshidi",1
yaxşı deyil,1
Dəhşət çox pis qovrulub. İlk alışa aldandım çox sifariş verdim. Heyif...,0
Супер кофе и не дорого я всегда беру,1
beyendim qeribe tami var,1
Məhs bu seriya əla əla.,1
Ужасный кофе:(  И на вкус и на запах:( Это вообще кофе? Первый раз сталкиваюсь с таким кофе 😏,0
Əladır,1
Классный кофе👍 это самый любимый вкус,1
Хороший ☕️,1
cox gozel dadli etirlidi,1
Normaldır.,1
All Goods bu magazadan aliram butun kofelerimi ve cox cox raziyam❤️,1
"Ma şəə Allah çox gözəl idi məsləhət görürəm (mənə gələn qutuda heç bir problem görmədim qızardılması, dadı, qoxusu və s ) çox əla idi  bir neçə espresso içdikdən sonra otzıv yazıram qiyməti əla keyfiyyətidə çox yaxşı idi (məni qane edir).  Yenə alacam mı? Əlbəttə düşünürəm ki bu qiymətə olduğu müddətçə həmişə alacam.",1
Mükəmməl,1
"keyfiyyətli məhsuldur, tövsiyyə edirəm.",1
"Кофе очень классный! Взяли на пробу на работу - все гости в восторге. Несмотря на то, что это арабика 100%, совсем НЕ чувствуется кислинка👍 лично от меня за это +100 этому кофе 🫶🏻",1
отличный кофе,1
çox qəşəngdir,1
Mohtesem,1
coxx beyendim  m olcu aldim vaxdinda catdirlma oldu belimi iki ölçü inceltdi  teşekkür edirem,1
razi qaldim çox gozel yiqir,1
razı qaldım,1
qoxusu heçdə gözlədiyim kimi olmadı vurandan heç 1 saat keçmir qalıcılığı itir😕😕təssüf etdim,0
ətri çox gözəldi 30 ml yazılıb amma böyük qabda gəlib qaliciliğin çox olduğunu düşünmürəm,1
Cox tunddur ve qaliciligida yoxdur,0
Cox gozel etirdir alin aldirin🥰 iyisi qalicigi super👍,1
👍 ela,1
yormayan iyisi   çox  gözəl,1
Çox pis,0
Впечатляют,1
çox geseng di,1
Cox beyendim mehsul orginaldi,1
Originaldi almaga deyer Teşekkürler Umico 😍,1
Bu duxu orıgınal deyıl orıgınzl adı altında satılır ne halaqramı var ne barkod ne qr kod oxunur altının yazıdı brle yoxdu ıyıde qalmır. Bır ulduzda coxdu buna,0
супер,1
Çox gözəl qoxusu var Lamour parfümdən aldim orginaldi təşəkkürlər😍❤️❤️❤️,1
Salam ne qr kod nedeki barkod oxunmur sebeb nedir orginal olub olmadiqini nece bilim,1
Sağlam şəkildə aldım hədiyyə üçün təşəkkürlər,1
"Beşinci dalbadal işlətdiyim yeganə ətir yalnız 100 ml 
Heç zaman yormayan mükkəmməl ətirdir",1
"originaldır, qalıcılığı yaxşıdır, yaz üçün biraz tünddür, ama ağır qoxu deyil",1
Qoxusuda gözəldir,1
"Məhsuldan çox razıyam və kiçik hədiyyə üçün, xoş sözlər üçün təşəkkürlər.",1
süper möhteşem hem iyi hemde temizlemesi inşallah daha böyügün sifariş verecem tşkkler razı qaldım,1
çox beyendim super 👍,1
həqiqətən de mükəmməldir. Teşekkür edirəm.,1
çox xoşuma gelir,1
Əla.Super.,1
yaxṣi rahatdir amma lap super tər təmiz ləkələri təmizləyə bilmir,1
bu qiymətə endirimlə tam 36kapsul aldım. çox gözəl yuyur və ətirləndirir. təşəkkürlər,1
супер,1
COX GÖZƏL. DEYİLDİYİ KİMİ. YUMUŞAG ƏTİRLİ. MƏN ALSİM RAZİ QALDİM HƏR KƏSƏ TÖVSİYƏ EDİRƏM. BİR MARKETƏ TŞKRLƏR,1
Məhsulu istifadə etdim razı qaldım,1
əladır SUPER aldığım üçün peşman deyiləm,1
Çox yaxşı məhsuldu,1
"Pis deyil . İstifadə etdim Yaxşl qoxsu var. 60 dərəcədə əla köpüklənir
40 dərəcədə o qədər də yox
Hədiyyə üçün də Təşəkkürlər🌹",1
men aldim istifade etdim cox gozeldi,1
"Çox gözəl ətri var, artıq ikinci dəfə alıram,hem ağ,həm qara, həm rəngli paltarlar üçündür,hədiyyə üçün də təşəkkür edirəm ❤️",1
yaxşı,1
"Çox gözəldi,həmdə ekonomdu 👍",1
Çox gözəl məhsuldur. Təşəkkürlər.,1
Получила заказ очень быстро. Капсулами очень довольна . Спасибо за сюрприз 🥰Однозначно рекомендую 👍🏻,1
Əla məhsuldu qoxusu möhtəşəmdi👍🏻,1
Первый раз приобрела. Понравилось 👌🏼,1
"Hər qəpiyinə dəyən bir məhsuldu, xüsusən də qoxusu cox möhtəşəmdi.",1
dedikleri qeder deyilmis lekelerin aparmir,0
"Çox qəşəng,qoxusu bir aləm,çatdlrmanlz 10,,hədiyyə və notunuz da çox diqqətli,",1
Ela superrrrr hediyeniz ucun twk edirem❤️,1
Çox beyendim hediyyeniz üçündə təşəkkür,1
coooooox razı qaldım ela bir şey ətri möhtəşəm ümumiyyətcə keyfiyyət super bele davam ayrıca da hədiyyə üçün təşəkkürlər 😊,1
çox gözəl.bəyəndim.iyi möhtəşəmdi,1
Çox super məhsul,1
"мне очень понравилось ,и запах хороший 👍",1
Çox gözəl məhsuldur.,1
məmnun qaldım,1
əla məhsuldur,1
Çox əla məhsuldu.,1
"Əvvəl 3 məhsul tökürdüm, indi bir kapsul atıram, olur  qar kimi təmiz. Rəngi də itməyib əla",1
Ela mehsuldu heqiqeten👍 en cox beyendiyim odur ki paltardan bir nece gun cox gozel iy gelir☺️,1
"Məhsulu sınaqdan keçirdim, məmnun qaldım. tesvir olunan kimidir, reallıqda da elədir. Təşəkkürlər.",1
normal deyil.,0
məhsul 👍,1
"Bafurini bəyəndim,ikinci dəfədi istifadə edirəm.Qoxusunu evdə hamı bəyəndi,ləkələri də təmizləyir.Can rahatlığıdı.",1
"Bafurı Yeni Nəsil Paltaryuyan Kapsul , Aldıq İstifadə Etdik . Tək Kəlimə ilə Möhtəşəm Nəticə.",1
Anam üçün aldım.Çox möhtəşəm məhsuldu.İnanılmaz qoxusu var.Düşünmədən alın😇,1
Cok  ela mehsuldu seve seva kullaniram paltari yumsak etirli edir lekkeleri gozel cixardir artik 4 cu paketi aliram,1
"красивые, мягкие,приятные капсулы,но  не сказала бы чистить супер",1
Heç memnun almadım terıfledıler amma ne qoxusu nede yuma hasırdı deymez yenı,0
Məhsul əla idi həm rənglilərdə həm də ağlarda,1
Bu kapsulu təriflədilər amma ne qoxusu var nede temiz yumur aldigimada pewman oldum yapon mehsuludu deyirler amma çin stehsalidi,0
Çox pis məhsuldur. Qətiyyən məsləhət deyil!,0
"salam. çox gözəl vasitədi. həm təmiz yuyur, həm ətirlidi, həm də paltarlar yumuçacıg olur. Çox, çox məmnun galdım.",1
normal,1
Əla çox sagolun.,1
yaxşıdır,1
"mən sifariş vermişdim çatdırdılar,işləməyi də, yaxşı nərazılığım yoxdur məsləhətlidir.",1
cox keyfiyyetsizdir almaginizi meslehet gormurerm yazilan 52 cc duzgin deyil 44 cc dir,0
bu qiymətə yaxşıdı,1
workline shop mağazasından aldım məhsul yaxşı və sürətli gəldi. hələki problemsiz işləyir. Təşəkkür edirəm.,1
"Колонка отлично работает,все было упаковано и запечатано",1
👍razi qaldiq,1
yaxsidi beyendim,1
normal,1
Almaga dəyməz,0
"Çatdırılma vaxtında və səliqəli şəkildə idi, təşəkkür edirəm",1
rahat çatdırılma ela məhsul təşəkkür edirəm sizə.,1
möhtəşəm möhtəşəm tam istədiyim çox təşəkkür edirəm satıcı 👍🏻🤌🏻🌹,1
tam orjinal boy və qara rengini göndəriblər.barkodu skan etdikdə orjinal olduğu bilinir.cox sağolun 🩷,1
Super məhsul...kipriklərə  bir toxunuş bəs edir!,1
Süper,1
Əladır👍🏻,1
Çox berbat tusdur. Kirpikleri yapisdirie qaldirmir palciq kimi edir. Bu magazanin ikinci mehsuludur sifaris etmisem qeti razi deyilem. Cox pisdir almayin. Ne bu mehsulu nede bu magazanin mehsullarini,0
Çox bəyəndim.,1
Çoooox geseydi kirpikleri  tek tek ayirir çoxx beyendim,1
Tövsiyə edirəm əla məhsuldur çox kompakt az yer tutur və deye bilərəm ilk gaçışdan məmmun qaldım,1
Super,1
mükəmməl😍,1
yaxşıdı daha yaxşısı tez gətirib çatdırmaqlarıdı.,1
Əladır,1
ela təkərlər dir,1
əladır,1
"Əladır,reklamında deyildiyi kimi dırnaq keçməyən çızıqları bərpa edir,rəngi canlandırır.",1
İdeal,1
Heç bir iş görmür məsləhət deyil,0
Məhsul incə cızıqlar üçün yaxşıdır.Verilən pula dəyir.,1
Məsləhətli deyil. Heç bir işə yaramadı.,0
Zayif,0
keyfiyyətli məhsul deyil,0
çoxda güclü məhsul deyil ama idare eder,1
çox incə cızıqları aparır dərin cızıqlara təsir etmir,1
Əla məhsuldu,1
"Əskidən qalan Xırda cızıqları (hörümçək toru ölçüdə olanlar) aradan qaldırır. Bundan dərin cızıqları aparmasını gözləməyin. Flaminqonun bir çox məhsulların əldə etmişəm, çox keyfiyyətli brenddir. Amma bu cızıqlara nəsə tab gələ bilmədi.",1
yaxsidir,1
Очень качественные и удобные в использовании Советую приобрести,1
Super,1
superdi cox rahat,1
zor məhsuldu alın gedsin mən almışam stolun üstündə olan yeməklərə taxıram ki pişik çıxanda yeyə bilməsin heçkim qınamasın məni bala pişikdi mədəsi tam öyrəşik deyil insan yeməyinə.👍🏽,1
normal,1
eladi,1
Ela,1
əladır,1
Münasib qiymətə aldım burda 2.30-3manat aralığındadı qiyməti təəssüfkii,1
Cox sagolun her zaman alib işletdiyim mehsuldu bir marketda olmasida eladi hardansa gedib axtarmirsan evin icindan götueursen!!,1
daimi istifadə edirəm,1
əla,1
Super 👍🏻,1
Mağazalarda 50 ededi 1 azn di. Buradan 100 ededini 0.75 azn ə aldım eynidir. Amma qiymət feqi ilə say fərqindən başqa.,1
qiymətinə qörə yaxşıdı.,1
"əla çox sağ olun,",1
нормально всё.быстрая доставка.,1
yaxşıdı 🙏,1
evə lazim olan bir məhsuldur yaxşıdır,1
отличная вещь,1
yaxşıdır almaqa deyer,1
əladı təşəkkür🙏qiymətidə çox münasib,1
əla,1
"minnətdaram,cox yaxsidi",1
😍😍😍,1
əla,1
torbası çox şirindi. say olaraq düzgündü,1
Alın qiymətidə👍🏻👍🏻👍🏻,1
доставка в срок. качество отличное!,1
Məhsul gözəldir artıq günlərdir istifadə edirəm,1
Əla qiymət Əla məsul,1
Благодарю Бирмаркет за работу и доставку 🙌 стрейч-пленки супер 👍,1
Çox balacadı,0
elaa bu qiymete,1
"əla, mətbəx üçün superdir",1
👍👍👍,1
Ela meslehet görürem,1
əla,1
çox gözəl hele 9 ədəd de artiq idi teşekkürler 🙏,1
çox qəşəngdi 👍,1
Очень удобные пленки,1
eladi pendir və salat boşqab üçün ölçü,1
Əladir bu qiymete,1
beləde,0
əlverişli,1
мне понравилось,1
Əladır Təşəkkür,1
"Əladır, kiçik hədiyyə üçün sağolun🥰",1
əla,1
"Həm satıcı,həm məhsul əladır.Başqa mağazafa bu məhsul daha yüksək qiymətə təklif olunurdu.Kiçik hədiyyə də göndərmişdi satıcı,sağolsun",1
Həm pratik həm də əlverişli 👍🏼,1
"Çox gözəl, səliqəli  şəkildə göndərilib. Super xidmət, keyfiyyətli məhsul! Əhsən! Hədiyyə üçün xüsusi təşəkkür edirik! 😊",1
Gözəl keyfiyyət👍,1
qəsəng,1
"Çox faydalı kitabdır. Mən 19 aylıq övladım üçün aldım. Maraqla baxır, öyrənir.",1
üstünde hediye kaşilok geldi bunuda bəyəndim çanta super,1
Cox keyfiyyətli ..,1
Çox beyendim 👍Bele gozel olacaqini gozlemirdim,1
Çox bəyəndim təşəkkürlər umico,1
Məhsul çox əladır. təsvirdəki kimi gəldi. Çantası ve digər hər seyi ilə birlikdə,1
əla,1
əla,1
hədiyyə aldım çox qeweydi ALLAH hamının balasına nəsib etsin İnweALLAH,1
"əladır,məsləhət görürəm",1
Bunun qızıl olduğuna dair heçnə yoxdu ayarı qramı,0
əladır.,1
Çox gözəl super hərkəsə məsləhət görürəm,1
Yaxşıdı,1
yaxşıdı əladi xoşuma gəldi,1
Əla,1
Mənim xoşuma gəldi yığcam və sərfəli dəstdir,1
"Məhsul göründüyü kimi səliqəli və təmmiz,rahat çatdırıldı.təşəkkürlər",1
Keyfiyyətli xidmətə görə sağolun.Tərtərdə filialının olsa çox yaxşı olar.,1
Yaxşıdı. 55 kq ümumi çəkidir.,1
Daşların çəkisi 36-37 kilodur,1
nur parfumdan aldim eladı,1
Beyendiiim😍💗,1
"Eladir, orjinalidi",1
Super,1
əla upakofka etmişdilər məhsul əladı,1
"Действенное средство, выполняет свои функции, но нужно чтобы помещение было хорошо проветриваемым. Очень концентрированный состав.",1
çox gözəldir,1
ela,1
"Остались довольны покупкой. Приставка работает отлично, всё соответствует ожиданиям. Но имейте в виду, что в комплекте нет никаких игр — их нужно приобретать отдельно.",1
"Əla. 
EU stokudu,ozdə teze stokdu (2025-2026) ,tam mat rəngidi.",1
super,1
"Mobicraftdan aldım, qutusu pis vəziyyətdə gəldi. Hələ istifadə etməmişəm görək özü necədi",0
əla,1
"Отличная приставка, быстрая доставка, ревизия под регион РФ 2024 года, одна из последних. В общем все отлично, все понравилось!",1
hərşey istədiyim kimi oldu,1
очень хорошо работает  спасибо большое вам!,1
Super,1
Ela,1
Her wey Cox Gozel.    Cox Raziyam,1
Iwlemir oz ozune sonur,0
əladır. işləyir oyunlara endirimlər çox olsa super olar,1
Hersey qaydasindadir . Insallah bir problem cixmaz,1
məhsul qüsursuz gəldi və hər kəsə tövsiyyə edirem bir market çox gozəldi işcilərdə həmcinin👍,1
əladır almağa dəyər,1
çox yaxşı formada çatdırıldı razıyam,1
"Beyendim, saglam shekilde geldi 😍",1
Belədə,0
Çatdırılma vaxtında olmadı. çox gecikdi. Amma məhsul ilə bağlı heç bir problem yox idi.,1
Mükəmməl. çox bəyəndik,1
Əla idi,1
Super 👍🏻,1
Original və hər şey qaydasında,1
əla,1
yaxsidir,1
Всё как надо.,1
Все отлично товар оригинал,1
Qutu bərbad hədiyəlikdi vurğulamışdım ama qutu pis gündə cırıx skoçlu yarı hissə cırıx köhnə qutudu,0
Çöx raziyam. Teshekkur edirem.,1
ela,1
Tesekkurler,1
super,1
"Всё работает, советую",1
Çatdırılma zamanında oldu hərşey qeyd etdiyim kimi idi mağaza güvənilirdir.,1
niyə verdiyiniz ƏDV çeki yüklənmir ? oyun konsolu yaxşıdır ama ƏDV çeki verdiyiniz halda yüklənmə olmur səbəb ?,1
"Məhsulun məlumatını tam qeyd edilmir. Məhsul Avropa və ya Rusiya üçün istehsal edildiyi qeyd edilməyib.  Bu məhsul Rusiya, Hindistan və Ukrayna üçün istehsal edilib.",0
super 👍,1
Mehsulun pultunda problem var ve satici maraqlanmir,0
Məhsul orjinal məhsuldur.  Heç bir problem yaşamadım. Mükəmməl şəkildədir.,1
Salam əla smartfondur.amma ƏDV çeki gondərilməyib,1
Əla mehsul,1
ela cekilis zaryatka saxlama mukemmel,1
cox razi qaldim,1
Məhsul səliqəli baglanmis  təhlukəsiz salafanda gəldi telefon super isləyir məsləhət gorurem ikinci telefondu birmarketden aliram ikisidə əla cixib 8ram 256,1
ikincisin almisam super,1
Salam mehsul yaxşıdı bəyənirəm problem yoxdu ancaq zəhmət olmasa birmarket mağazası olararaq telefonu qeydiyyatdan keçirərdiniz,1
Cox seliqeli pakofka olunmusdu. Agzi bagli sekilde geldi. Razi qaldim,1
superr,1
Bir sözlə əladır,1
"əladır,həm özü həm də qiyməti,təşəkkür edirəm..",1
heleki super,1
super,1
gozel mehsuldur meslehet gorurem,1
Əla çox gözəl,1
aldım əladır,1
NFC dəstəkləyir. Bağlı qutuda zəmanətli gəldi.,1
əla,1
çox yaxşı telefondur çox sağolun 👍,1
əla,1
bəyəndim hərşeyi qaydasındadı,1
"отличный наполнитель, еще закажу",1
Əladır,1
əladır,1
спасибо большое за дополнительные подарки! наша кошка в восторге💐,1
beyendim,1
məhsulu bəyəndim cox təşəkkürlər,1
"Aquazoo-dan aldım. Yaxşıdır, amma ən azı 3 qəpiklik bir torbaya qoymaq olardı daşımaq üçün",1
👍 yaxsidir,1
eladi,1
Нормально.,1
super,1
самый лучший,1
super!!!,1
Mən razı qaldım ətirsiz sadə semet tupaklanması sürətli və iyi özündə həbs edir,1
əla çox sağ olun!.,1
заказываю на постоянной основе для кошки. отличный товар и шикарная цена всегда приходит верный товар. никаких проблем с возвратом и другим видом не было. заказываю уже 9 упаковку,1
"aciqi qum dushunduyumnen daha yaxshi cixdi , etiri var , hemde istifade edildikden sonra top halinda daqilmadan qalir . Satici cox mehriban ve sifarishin her detalinda komek oldu . Tesekkur edirem 🙏🏻 yene alish verish edecem mutleq",1
ətir qəlmir,1
ela,1
təşəkkür edirəm mənim bütün işlərimə uyğundur gözəl işləmə qaydası var,1
Yaxşıdır effekt verir,1
Əla keyfiyyətli məhsul,1
Cox gözel mehauldu,1
super,1
vaxtında çatdirilma oldu teşekkürler ❤️ mülayim gülerüz idilər Allah razı olsun ❤️,1
Очень довольна этой продукцией.,1
Nəticə görmədim.,0
Super bir məhsuldur,1
original məhsuldur. təşəkkürlər,1
Əla,1
товар доставлен вовремя хороший товар,1
umico şirkətinə minnətdaram.goturduyum məhsul isə olduqca tərifə layiqdir.tewekkurler umico.,1
əla,1
çox gözel qida əlavesidi  ikinci defedi aliram,1
Ən yaxşı sink elavesidir firma olaraq.,1
Спасибо большое! Все отлично! Доставили раньше намеченного времени. Я осталась довольна. Я Ваша постоянная клиентка.,1
əla çox yaxşı,1
"Qiyməti münasibnolsa da, yazıldığı kimi heç 2 qatlıya oxşamır, çox incədir. Dəyməz...",0
Əladı. Qiymətinə görə superdi,1
əla,1
👍🏻normal,1
əladı cox xaşum qəldı qimətinə qörə yaxşıdı,1
"Həm keyfiyyətli, həm də uyğun qiymətli məhsuldur. Çox sağ olun 🌹, Bir market",1
очень тонкие,0
отлично,1
yaxşıdı,1
"рулоны очень тонкие, будто в один слой",0
yaxwidi,1
2 qatlıda olsa yaxşıdır,1
Əladır ikinci alişimdir cox raziyam,1
yaxşıdır,1
Отлично,1
Məhsul tam orijinaldır. Qiymət marketlərdən ucuz.,1
Əla,1
"Çox işləmədi. Səbəbini dəqiq bilmirəm. Ola bilər ki, daxilində quraşdırıldığı cihazın nasazlığı üzündən tez sıradan çıxdı.",1
eladir.endrimle almisdim.tesekkurler,1
❤️❤️❤️❤️,1
original Duracell 👍,1
5*Əla,1
yaxşıdır,1
"Birinci dəfə idi ki sifariş edirdim, 2 günə çatdırıldı. Əla vəziyyətdədir. Qiyməti isə çox münasibdir.",1
batareyalar paslı vəziyyətdə gəldi. biri isə əzilmişdi.,0
nazik batareya sifariş vermişdim qalının göndəriblər😑,1
çox saq olun,1
2 dəfə paketlənmişdi çox məhsuliyyətlə yanaşmışdılar çox çox bəyəndim əməyinizə sağlıq 🥰,1
"Əla qiymət, yüksək keyfiyyət. Əsas da sürətli çatdırıldı.",1
Saat duzgun iwlemir duymeleri islemir . Saati duzeltmey olmur. Original deyil,0
"əla saatdır, qolda əla görsənir",1
"Mehsul keyfiyetsizdi 2-3 gündu almisam,ekranda ciziqlar var.Bu qiymetden asagi meblegde diger saat markalari daha keyfiyetlidi",0
"Casio Royale legenda olan saat) çox mükəmməldir, sadəcə bir minusu deyə bilərəm çox yüngüldür premium ağır hiss etdirmir amma bu hərkəs üçün minus olmaya bilər",1
qablaşdirma çatdırılma və xidmət super çox təşəkkürlər ƏDV xaric,1
Vaxtından tez çatdırdığınız üçün və keyfiyyətli iş gördüyün üçün təşəkkür edirəm,1
mehsulu elde etdim ve cox razi qaldim. Qablasdirma ve seliqesine soz ola bilmez! tesekkurler timer.az!,1
çox gözəl kitabdır. Kitabın içindəkilər şeirlərdir. Almağa dəyər,1
çox neziydi,1
memnun qaldım inşallah yenə də alaram 😊,1
Əla məhsul və münasib qiymət,1
istifadə eleyirəm 40-inci gündür artiğ . özümdə möhtəşəm dəyişiklər hiss eleyirəm . əvvəlki cəkidən dahada artiğ cəki istifadə eləyirəm,1
Super,1
Əla,1
Effect 100 % super,1
Hələki pis deyil normaldır,1
Super,1
chox yahshi,1
Əladı,1
Мне нравится кофе этого производителя. Закзываю уже не первый раз.,1
"Qoxusu,dadı möhtəşəm 🥰🤎👌",1
Qimeytide keyfiyyetide munasibdi,1
